ein,founding_year,ruling_date,name,city,state,zip,subsection,foundation_code,ntee_code,asset_amount,income_amount,revenue_amount,found_in_bmf
840361109,2007,200704,INDEPENDENT AUTOMOBILE DEALERS ASSOCIATION OF COLORADO,LAKEWOOD,CO,80214-4542,06,00,S41,4085990,2334532,1175999,Y
840362489,1958,195805,ROTARY INTERNATIONAL,BOULDER,CO,80308-0635,04,00,,152093,174413,174413,Y
840362608,,,,,,,,,,,,,N
840363287,2014,201405,COLORADO LICENSED BEVERAGE ASSOCIATION,DENVER,CO,80209-0241,06,00,S40,51625,0,0,Y
840363288,1984,198403,CSM ALUMNI FOUNDATION INC,GOLDEN,CO,80402-4005,03,16,,0,0,0,Y
840363463,2003,200309,AMERICAN FEDERATION OF HUMAN RIGHTS,LARKSPUR,CO,80118-0070,10,00,Y42,4165214,1638604,801680,Y
840363533,1945,194505,NUMBERS 3 OUTLET DITCH CO,MEAD,CO,80542-0000,12,00,,35842,28025,28025,Y
840363626,1945,194506,LEGGETT DITCH AND RESERVOIR COMPANY,LONGMONT,CO,80502-1292,12,00,,1,67353,67353,Y
840364378,1946,194603,AMERICAN LEGION,STERLING,CO,80751-0361,19,00,,0,0,0,Y
840364994,1955,195510,DELTA CHAMBER OF COMMERCE,DELTA,CO,81416-1815,06,00,,28395,37503,25125,Y
840365548,,,,,,,,,,,,,N
840366099,1946,194608,ROCKY FORD CHAMBER OF COMMERCE -CORP-,ROCKY FORD,CO,81067-1268,06,00,,120241,68068,68068,Y
840367578,1946,194606,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION ROCKY MOUNTAIN CHAPTER,DENVER,CO,80230-7198,06,00,,1136673,967708,885166,Y
840367805,1991,199108,FRATERNAL ORDER OF EAGLES,PUEBLO,CO,81005-0000,08,00,,1566973,1377878,355070,Y
840368264,1940,194012,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,FIRESTONE,CO,80504-6413,05,00,,190059,55639,45494,Y
840371236,1968,196802,UNITED STEELWORKERS,PUEBLO,CO,81004-2840,05,00,,0,0,0,Y
840371281,1946,194604,COLORADO PRESS ASSOCIATION,DENVER,CO,80203-2138,06,00,,1028797,1204447,670469,Y
840373566,,,,,,,,,,,,,N
840374633,1929,192904,DENVER TENNIS CLUB,DENVER,CO,80220-5135,07,00,,2635617,1408243,1329981,Y
840374946,2007,200708,SANTA MARIA TROUT CLUB INC,MONTE VISTA,CO,81144-1408,07,00,N50,117683,100314,100314,Y
840374986,,,,,,,,,,,,,N
840375111,,,,,,,,,,,,,N
840375194,1991,199108,FRATERNAL ORDER OF EAGLES,COLORADO SPGS,CO,80904-3706,08,00,,845275,596509,130175,Y
840377025,1942,194206,DISABLED AMERICAN VETERANS,LAKEWOOD,CO,80215-4726,04,00,,617488,98779,95173,Y
840378270,1976,197606,TREAD OF PIONEERS HISTORICAL COMMISSION,STEAMBOAT SPR,CO,80477-2372,03,15,A540,2101970,896488,736581,Y
840378461,1946,194603,AMERICAN LEGION POST 178,LAKEWOOD,CO,80215-2611,19,00,,313983,793029,492060,Y
840379357,1948,194805,CRAIG CHAMBER OF COMMERCE,CRAIG,CO,81625-2517,06,00,,726047,526580,506958,Y
840379574,1946,194603,AMERICAN LEGION,ESTES PARK,CO,80517-6345,19,00,W30,63762,547244,418143,Y
840379819,1971,197110,GRAND LAKE AREA CHAMBER OF COMMERCE,GRAND LAKE,CO,80447-0429,06,00,,133904,534410,501580,Y
840380070,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,DENVER,CO,80202-4221,08,00,,878644,100458,100458,Y
840381048,,,,,,,,,,,,,N
840381308,1976,197606,EAST LAKE WATER COMPANY,THORNTON,CO,80241-2405,12,00,,297762,43320,43320,Y
840381485,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,DENVER,CO,80202-4221,08,00,,534431,113888,113888,Y
840381995,1948,194810,FARMERS EXTENSION DITCH COMPANY,JOHNSTOWN,CO,80534-0159,12,00,,641093,303988,303988,Y
840382030,1967,196711,AMERICAN FEDERATION OF TEACHERS,DENVER,CO,80222-4344,05,00,,171932,501861,501861,Y
840382134,1946,194603,AMERICAN LEGION,FORT COLLINS,CO,80524-1058,19,00,,859862,1369218,451268,Y
840382138,1947,194709,ASSOCIATED VETERANS OF LOVELAND CO,LOVELAND,CO,80537-5505,04,00,,350817,760876,181425,Y
840382685,1967,196703,AMERICAN LEGION,LONGMONT,CO,80501-6157,19,00,,312358,576767,393232,Y
840382863,1965,196502,VETERANS OF FOREIGN WARS DEPARTMENT OF COLORADO,GREELEY,CO,80631-8404,19,00,,367408,381332,283396,Y
840382995,1958,195812,COLORADO NURSES ASSOCIATION,DENVER,CO,80203-1289,06,00,,809829,375370,375370,Y
840383075,1973,197312,ROCKY MOUNTAIN QUARTER HORSE ASSOCIATION,BRIGHTON,CO,80601-2043,05,00,,948275,278390,277092,Y
840384460,1985,198506,KENOSHA TROUT CLUB,ENGLEWOOD,CO,80113-2710,07,00,,732789,211581,211581,Y
840384743,1958,195805,ROTARY INTERNATIONAL,GRAND JCT,CO,81502-1888,04,00,,57544,298939,234421,Y
840384894,1940,194007,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,STERLING,CO,80751-3535,19,00,,102432,27213,27096,Y
840385089,1940,194010,KNIGHTS OF COLUMBUS,STERLING,CO,80751-0487,08,00,,28773,73995,19099,Y
840385623,2014,201408,COLORADO BEER DISTRIBUTORS ASSOCIATION INC,DENVER,CO,80203-1563,06,00,S40,823658,522242,522242,Y
840385971,1964,196405,COLORADO WOOL GROWERS ASSOCIATION,DELTA,CO,81416-0292,05,00,,124137,116933,76543,Y
840386171,1974,197410,ARKANSAS VALLEY EXPOSITION AND FAIR,ROCKY FORD,CO,81067-0188,03,16,,540374,953970,953970,Y
840386216,1947,194711,GUNNISON COUNTRY CHAMBER OF COMMERCE,GUNNISON,CO,81230-2032,06,00,,240103,212462,212462,Y
840386519,1941,194106,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,CENTENNIAL,CO,80015-3105,05,00,,190157,104157,104157,Y
840386607,1935,193508,GRAND JUNCTION LODGE NO 270 LOYAL ORDER OF MOOSE,GRAND JCT,CO,81505-6929,08,00,,918930,320369,222979,Y
840386659,1953,195308,WELD COUNTY FARM BUREAU,GREELEY,CO,80634-4451,05,00,,0,0,0,Y
840386996,1951,195107,AMERICAN LEGION,WINDSOR,CO,80550-0836,19,00,,429907,510627,341374,Y
840388439,1985,198504,DISABLED AMERICAN VETERANS,LAKEWOOD,CO,80215-4735,04,00,W30Z,1219811,203326,203326,Y
840389257,1937,193705,AMERICAN LEGION,FORT LUPTON,CO,80621-2633,19,00,,92362,181305,102845,Y
840390333,,,,,,,,,,,,,N
840390365,1965,196502,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,ENGLEWOOD,CO,80110-1906,19,00,,395487,777604,267912,Y
840391378,,,,,,,,,,,,,N
840391449,2019,201904,LEAGUE OF WOMEN VOTERS OF DENVER INC,DENVER,CO,80220-1239,03,16,R40,148995,49857,49857,Y
840392430,,,,,,,,,,,,,N
840392647,,,,,,,,,,,,,N
840393063,1949,194904,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,DENVER,CO,80204-4344,19,00,,0,0,0,Y
840394414,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LAKEWOOD,CO,80214-1924,08,00,,216109,1038099,467500,Y
840394575,1949,194912,AMERICAN LEGION,FLAGLER,CO,80815-0174,19,00,,153595,111357,84163,Y
840394763,2016,201608,COLORADO PHARMACISTS SOCIETY INC,AURORA,CO,80014-2736,06,00,S46,918788,801264,801264,Y
840394934,1942,194209,ROTARY INTERNATIONAL,COLORADO SPGS,CO,80901-1558,04,00,,106022,126389,126047,Y
840395043,1946,194603,AMERICAN LEGION,PAONIA,CO,81428-0662,19,00,W30,0,0,0,Y
840396284,2008,200801,MEMORIAL HALL,HOTCHKISS,CO,81419-0911,03,15,S80,118801,128372,128372,Y
840397104,1963,196307,AMERICAN LEGION,EDGEWATER,CO,80214-1170,19,00,,1422748,64330,64330,Y
840397105,1946,194603,AMERICAN LEGION,ARVADA,CO,80003-5606,19,00,,489712,678801,360043,Y
840397290,,,,,,,,,,,,,N
840397522,,,,,,,,,,,,,N
840398449,1935,193508,MOOSE INTERNATIONAL INC,LOVELAND,CO,80538-4404,08,00,,729878,171513,113873,Y
840398595,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,CORTEZ,CO,81321-0726,08,00,,475908,669637,97598,Y
840398754,1952,195212,LAKE HENRY RESERVOIR COMPANY,ORDWAY,CO,81063-1302,12,00,,1505419,164178,164178,Y
840399360,,,,,,,,,,,,,N
840401055,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,HOTCHKISS,CO,81419-0081,08,00,,125119,145837,145837,Y
840401104,1945,194505,AMERICAN LEGION,YUMA,CO,80759-0088,19,00,,6795,37,37,Y
840402569,1942,194209,ROTARY INTERNATIONAL,GREELEY,CO,80632-0602,04,00,,78520,60146,60146,Y
840402599,1946,194611,STEELE COOPERATIVE PRESCHOOL,DENVER,CO,80211-2768,03,15,,559890,150254,143186,Y
840402700,1950,195004,GRAND VALLEY WATER USERS,GRAND JCT,CO,81505-9639,12,00,,5420713,3322300,3322300,Y
840402720,1960,196001,MARIPOSA CENTER FOR SAFETY,PUEBLO,CO,81003-4143,03,16,P27Z,1214822,2395425,2365106,Y
840403236,1946,194603,HUERFANO-CUCHARAS IRRIGATION CO,LOUISVILLE,CO,80027-5018,12,00,,4395132,0,0,Y
840403608,1951,195108,REDLANDS COMMUNITY CLUB,GRAND JCT,CO,81507-1538,04,00,,300041,149321,149321,Y
840404226,1965,196511,BOY SCOUTS OF AMERICA,COLORADO SPRINGS,CO,80919-3309,03,15,O410,10678076,3303841,2736227,Y
840404227,,,,,,,,,,,,,N
840404238,1956,195604,MARION DOWNS CENTER,GREENWOOD VLG,CO,80111-3189,03,15,,3590673,3059740,1783789,Y
840404264,2022,202211,URBAN LEAGUE OF METROPOLITAN DENVER,DENVER,CO,80205-2226,03,15,P22,0,0,0,Y
840404406,1967,196708,SIGMA NU FRATERNITY,BOULDER,CO,80302-6939,07,00,,8426993,1439441,1439441,Y
840404742,1976,197611,FARM HOUSE FRATERNITY INC,MCCLAVE,CO,81057-9728,07,00,,247101,65745,65745,Y
840404917,1971,197102,UNITED WAY OF PUEBLO COUNTY COLORADO INC,PUEBLO,CO,81001-0566,03,15,T70Z,5145411,4283536,4254894,Y
840404961,1966,196604,ILIFF AND PLATTE VALLEY DITCH CO,STERLING,CO,80751-1723,12,00,,134611,98365,98365,Y
840404967,1945,194505,LOW LINE DITCH COMPANY,STERLING,CO,80751-1723,12,00,,290673,46431,46431,Y
840404975,1942,194206,AHC INC,FRANKTOWN,CO,80116-8570,07,00,,175485,194267,194267,Y
840405190,1945,194505,SCHNEIDER DITCH COMPANY,STERLING,CO,80751-7811,12,00,,1111718,105422,105422,Y
840405195,,,,,,,,,,,,,N
840405244,,,,,,,,,,,,,N
840405247,1946,194611,THE COLORADO CONGRESS OF PARENTS TEACHERS AND STUDENTS,WHEAT RIDGE,CO,80033-6109,03,16,B940,871393,278804,166131,Y
840405268,1936,193609,DENVER LIONS EARLY LEARNING CENTER INC,DENVER,CO,80203-2307,03,16,,53580,15755,15755,Y
840405447,,,,,,,,,,,,,N
840406673,1941,194103,ALPHA GAMMA RHO FRATERNITY,FORT COLLINS,CO,80521-3556,07,00,,30840,205941,205941,Y
840406728,1942,194211,KAPPA SIGMA FRATERNITY,GOLDEN,CO,80401-1832,07,00,,0,0,0,Y
840406729,,,,,,,,,,,,,N
840406770,1940,194011,SIGMA ALPHA EPSILON FRATERNITY,DENVER,CO,80209-4822,07,00,,0,0,0,Y
840406772,,,,,,,,,,,,,N
840406809,1967,196701,1311 YORK STREET CLUB INC,DENVER,CO,80206-2201,03,16,F22Z,661019,213867,213867,Y
840406820,1950,195007,DEVEREUX CLEO WALLACE,WESTMINSTER,CO,80021-3918,03,16,F300,4245000,23843,23843,Y
840406822,2004,200410,WINTER PARK RECREATIONAL ASSOCIATION,GREENWOOD VLG,CO,80111-1664,03,16,W200,19148003,6241357,6241357,Y
840406947,,,,,,,,,,,,,N
840407037,1925,192511,PISGAH RESERVOIR AND DITCH COMPANY,FOWLER,CO,81039-0042,12,00,,1414364,330023,330023,Y
840407148,,,,,,,,,,,,,N
840407335,1945,194504,FARMERS PAWNEE CANAL COMPANY,STERLING,CO,80751-4125,12,00,,2457495,299758,268190,Y
840407435,2023,202308,FARMERS DITCH COMPANY,LONGMONT,CO,80502-0119,12,00,K20,463177,304849,304849,Y
840408236,2014,201410,NEW BRANTNER EXTENSION DITCH COMPANY,FORT LUPTON,CO,80621-0739,12,00,W80,280583,415464,415464,Y
840408940,1940,194011,SIGMA ALPHA EPSILON FRATERNITY,GOLDEN,CO,80401-1832,07,00,,144169,362573,362573,Y
840408989,1949,194903,GRANADA IRRIGATION COMPANY,GRANADA,CO,81041-0287,12,00,,47060,79650,79650,Y
840409661,1953,195310,UNITED STATES SKI ASSOCIATION ROCKY MOUNTAIN DIVISION,STEAMBOAT SPR,CO,80487-3035,03,16,N68Z,1044473,435900,435900,Y
840409680,1991,199108,FRATERNAL ORDER OF EAGLES,LEADVILLE,CO,80461-3169,08,00,,0,0,0,Y
840410332,1953,195305,BUFFALO MUTUAL IRRIGATION CO,HOLLY,CO,81047-0187,12,00,,312855,237074,237074,Y
840410426,1935,193508,COLORADO ARLBERG CLUB,WINTER PARK,CO,80482-0000,07,00,,4957503,1325755,1325755,Y
840411087,1948,194801,MCCLELLAND CHILDRENS FOUNDATION,PUEBLO,CO,81004-2364,03,15,B21Z,625757,1122857,1109175,Y
840411120,1945,194504,ROUGH & READY IRRIGATING DITCH COMPANY,LONGMONT,CO,80502-0119,12,00,,230231,71866,71866,Y
840411274,1937,193707,KING CONSOLIDATED DITCH CO,IGNACIO,CO,81137-9701,12,00,,171242,74146,74146,Y
840411758,1960,196001,COMMUNICATION WORKERS OF AMERICA,LAKEWOOD,CO,80227-5163,05,00,,2241443,1249192,1249192,Y
840412206,0,000000,WARRIOR DITCH COMPANY,DENVER,CO,80235-3010,12,00,,71978,65464,65464,Y
840412531,1943,194303,TERRACE IRRIGATION COMPANY,MONTE VISTA,CO,81144-0109,12,00,,4277863,227544,227544,Y
840412595,,,,,,,,,,,,,N
840412739,1945,194504,BOULDER & WELD COUNTY DITCH COMPANY,LONGMONT,CO,80502-0119,12,00,,195213,68104,68104,Y
840413330,1947,194710,DENVER MEDICAL SOCIETY,DENVER,CO,80230-6083,06,00,,3011196,2283878,1967728,Y
840413357,2017,201705,BIG CUT LATERAL & RESERVOIR CO,WINDSOR,CO,80550-0000,12,00,Y22,33608,7796,7796,Y
840413604,1965,196502,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,WRAY,CO,80758-1104,19,00,,127603,77392,47414,Y
840413720,1950,195011,COMMUNICATION WORKERS OF AMERICA,COLORADO SPRINGS,CO,80909-2754,05,00,,234937,58628,58628,Y
840413822,1945,194505,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,LAFAYETTE,CO,80026-1949,19,00,,597346,166428,59374,Y
840413836,1979,197911,LAKE CANAL COMPANY,SEVERANCE,CO,80550-6235,12,00,,,,,Y
840413886,1964,196411,BETA THETA PI FRATERNITY,GOLDEN,CO,80401-1831,07,00,,,,,Y
840414052,,,,,,,,,,,,,N
840414089,1951,195108,LARIMER COUNTY FARM BUREAU,WELLINGTON,CO,80549-1006,05,00,,959549,32294,32294,Y
840414198,1956,195612,PIKES PEAK ASSOCIATION OF REALTORS INC,COLORADO SPGS,CO,80903-1165,06,00,,12300042,2548600,1300814,Y
840414577,1945,194504,FREMONT COUNTY IRRIGATING DITCH CO,FLORENCE,CO,81226-0071,12,00,,78972,42100,42100,Y
840414696,,,,,,,,,,,,,N
840414699,1965,196502,GRACE GOSPEL PUBLISHERS INC,DENVER,CO,80221-0001,03,15,A33Z,176639,26182,26182,Y
840416030,1935,193504,CONSOLIDATED JUCHEM DITCH & RESERVOIR COMPANY,ARVADA,CO,80003-0000,12,00,,78661,101438,101438,Y
840417343,,,,,,,,,,,,,N
840417773,1972,197202,AURORA CHAMBER OF COMMERCE,CENTENNIAL,CO,80112-3814,06,00,,1088367,1092756,1092756,Y
840418043,1953,195304,ROGERS MESA DOMESTIC WATER COMPANY,HOTCHKISS,CO,81419-0428,12,00,,1742188,255389,255389,Y
840418055,1933,193301,SANTA MARIA RESERVOIR COMPANY,MONTE VISTA,CO,81144-0288,12,00,,9198490,1061365,1061365,Y
840419318,1950,195011,COMMUNICATION WORKERS OF AMERICA,DENVER,CO,80204-3436,05,00,,334577,409112,409112,Y
840419842,1935,193508,GREELEY-EVANS LODGE NO 909 LOYAL ORDER OF MOOSE,EVANS,CO,80620-2102,08,00,,752877,2041751,541732,Y
840420267,,,,,,,,,,,,,N
840420648,1946,194603,AMERICAN LEGION,CORTEZ,CO,81321-2826,19,00,,317648,177153,110640,Y
840421409,1941,194103,GOLDEN CHAMBER OF COMMERCE,GOLDEN,CO,80401-1141,06,00,,243439,502822,502822,Y
840422091,1967,196712,ARVADA CHAMBER OF COMMERCE,ARVADA,CO,80003-2136,06,00,,277880,1544995,1544995,Y
840422936,,,,,,,,,,,,,N
840423576,1968,196808,CREDIT UNIONS CHARTERED IN THE STATE OF COLORADO,ANTONITO,CO,81120-0097,14,00,,39906830,1641211,1641211,Y
840425368,2025,202506,DENVER OSTEOPATHIC FOUNDATION,PARKER,CO,80134-0000,03,03,G99,2142749,313105,,Y
840426000,,,,,,,,,,,,,N
840426532,1953,195311,HOUSING & BUILDING ASSOCIATION OF COLORADO SPRINGS,COLORADO SPGS,CO,80907-3544,06,00,,2598274,2372111,2298325,Y
840426770,1940,194012,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,LOVELAND,CO,80539-0928,03,16,T30,139813,136662,88130,Y
840427476,,,,,,,,,,,,,N
840428192,1959,195902,CRIPPLE CREEK DISTRICT MUSEUM INC,CRIPPLE CREEK,CO,80813-1210,03,16,A540,794076,737486,637595,Y
840429215,1956,195612,LITTLETON CEMETERY ASSN,LITTLETON,CO,80120-2552,13,00,,2747703,608472,608472,Y
840429261,1953,195304,PIPEFITTERS HOME ASSOCIATION,DENVER,CO,80216-1012,02,00,,6250664,403536,-66385,Y
840429768,1981,198101,MESA COUNTY FARM BUREAU,GRAND JUNCTION,CO,81501-2766,05,00,,363633,81265,33639,Y
840430631,1945,194502,ENLARGED SOUTH SIDE IRRIGATION DITCH CO,TRINIDAD,CO,81082-0981,12,00,,429627,109483,109483,Y
840430890,2018,201802,THE KIWANIS CLUB OF PUEBLO,PUEBLO,CO,81002-0674,04,00,N50,0,0,0,Y
840431509,,,,,,,,,,,,,N
840431584,0,000000,RIFLE CHAMBER OF COMMERCE,RIFLE,CO,81650-2318,06,00,S41,201845,122298,85396,Y
840431807,,,,,,,,,,,,,N
840432037,1965,196506,DISABILITY SERVICES OF COLORADO,COLORADO SPGS,CO,80910-2768,03,16,E50Z,132145,421632,126967,Y
840432274,1953,195312,FARMERS GUN CLUB,KEENESBURG,CO,80643-0421,07,00,,525937,290452,290452,Y
840432488,,,,,,,,,,,,,N
840433196,1965,196512,DURANGO MUNICIPAL RECREATION INC,DURANGO,CO,81302-2393,04,00,,2373554,2702402,2183471,Y
840433509,1942,194208,LEADVILLE LAKE COUNTY CHAMBER OF COMMERCE,LEADVILLE,CO,80461-3563,06,00,,18959,25444,24952,Y
840433772,1956,195602,OTERO DITCH CO,ROCKY FORD,CO,81067-0404,12,00,,447806,161536,161536,Y
840434198,,,,,,,,,,,,,N
840434705,0,000000,HOLBROOK MUTUAL IRRIGATING COMPANY 202 LINCOLN SQ PROF BLDG,CHERAW,CO,81030-0034,12,00,,565985,443626,443626,Y
840434803,1959,195904,OVERLAND DITCH AND RESERVOIR COMPANY,HOTCHKISS,CO,81419-6233,12,00,,1527803,111047,111047,Y
840434843,1952,195205,HUMANE SOCIETY OF FREMONT COUNTY INC,CANON CITY,CO,81212-4025,03,15,D20,765368,691016,684288,Y
840434858,1989,198910,MANITOU SPRINGS CHAMBER OF COMMERCE,MANITOU SPRINGS,CO,80829-2570,06,00,,610262,805388,805388,Y
840434867,1958,195808,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION SOUTHERN COLORADO CHAP,COLORADO SPGS,CO,80905-7307,06,00,,1115348,456931,456931,Y
840435678,1957,195706,CRESTMOOR COMMUNITY ASSOCIATION,LAKEWOOD,CO,80228-0908,07,00,,1589034,995760,995760,Y
840437092,,,,,,,,,,,,,N
840437750,1970,197012,AMERICAN CIVIL LIBERTIES UNION,DENVER,CO,80203-1256,04,00,,4730426,1414296,1414296,Y
840438500,2021,202110,INTERNATIONAL ASSOCIATION OF MACHINISTS,COMMERCE CITY,CO,80022-4008,05,00,,1084736,796812,796812,Y
840438825,1995,199511,PUEBLO ASSOCIATION OF REALTORS INC,PUEBLO,CO,81008-1566,06,00,,2505900,995767,921610,Y
840439001,1998,199801,SPAR CITY CORP,SEDALIA,CO,80135-8977,07,00,,234741,95938,95938,Y
840439640,1940,194011,GAMMA PHI BETA SORORITY INC,BOULDER,CO,80302-7315,07,00,,1322372,1101802,1101802,Y
840439961,1958,195811,FOREST HEIGHTS LODGE INC,LAKEWOOD,CO,80401-3113,03,16,F33Z,4533869,1256933,1256933,Y
840440883,,,,,,,,,,,,,N
840441436,1973,197311,AMERICAN POSTAL WORKERS UNION,AURORA,CO,80011-4603,05,00,,106957,761350,761350,Y
840441438,1940,194007,KIWANIS INTERNATIONAL INC,COLORADO SPGS,CO,80901-1844,04,00,,0,0,0,Y
840442414,1945,194508,PLATTEVILLE IRRIGATING & MILLING CO,PLATTEVILLE,CO,80651-0000,12,00,,161728,106717,106717,Y
840443274,1957,195712,COLORADO CATTLE FEEDERS ASSOCIATION,AURORA,CO,80014-3580,05,00,,3817224,1009536,1009536,Y
840444740,2015,201511,JOY INTERNATIONAL INCORPORATED,CONIFER,CO,80433-0571,03,15,P20,90151,789810,771620,Y
840445294,1996,199609,WELDON VALLEY DITCH CO,WELDONA,CO,80653-0626,12,00,,299727,98118,98118,Y
840445575,,,,,,,,,,,,,N
840446349,1962,196210,BOULDER DAY NURSERY,BOULDER,CO,80302-4216,03,16,P330,1146777,1366050,1366050,Y
840446365,1955,195508,MENTAL HEALTH AMERICA OF COLORADO,DENVER,CO,80203-1235,03,16,,10936710,5163621,5060223,Y
840446432,1952,195201,MCKAY LATERAL DITCH COMPANY,LONGMONT,CO,80502-0119,12,00,,0,0,0,Y
840447505,1964,196409,JEFFERSON ECONOMIC COUNCIL,LAKEWOOD,CO,80401-3313,06,00,,379645,1347118,1347118,Y
840448174,,,,,,,,,,,,,N
840449271,1957,195708,AMERICAN SHEEP INDUSTRY ASSOCIATION INC,CENTENNIAL,CO,80112-2692,05,00,,3230649,1028038,1028038,Y
840449425,1945,194502,COLORADO MINING ASSOCIATION,ENGLEWOOD,CO,80112-4167,06,00,,1057668,587546,587546,Y
840449936,,,,,,,,,,,,,N
840450183,,,,,,,,,,,,,N
840450187,,,,,,,,,,,,,N
840450305,1944,194409,CRAWFORD CLIPPER DITCH CO,CRAWFORD,CO,81415-0263,12,00,Y22,73286,806023,806023,Y
840450486,1936,193602,NEW MULTA TRINA DITCH CO,SILT,CO,81652-0118,12,00,,41748,76881,76881,Y
840452047,1952,195208,WINDSOR CHAMBER OF COMMERCE INC,WINDSOR,CO,80550-5168,06,00,,90185,334282,334282,Y
840453833,1975,197510,GREATER BRIGHTON CHAMBER OF COMMERCE,BRIGHTON,CO,80601-2017,06,00,,43569,271484,271484,Y
840453847,1957,195707,COLORADO BAPTIST GENERAL CONVENTION,LITTLETON,CO,80127-6401,03,10,,28990,62370,62370,Y
840453960,1939,193901,JUNIOR LEAGUE OF DENVER INCORPORATED,DENVER,CO,80210-2240,03,16,S810,3446304,697861,497396,Y
840454086,1949,194906,ROUNDUP RIDERS OF THE ROCKIES INC,FORT COLLINS,CO,80527-1820,07,00,,534245,564346,564346,Y
840454346,2014,201402,GRAND RIVER DITCH CO,RIFLE,CO,81650-0000,12,00,K20,208904,69006,69006,Y
840454478,1937,193706,COLORADO FUNERAL DIRECTORS AND EMBALMERS ASSOCIATION,BROOMFIELD,CO,80038-1045,06,00,,74699,77647,77647,Y
840455502,1958,195802,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,EVANS,CO,80620-0000,19,00,,496726,236576,160165,Y
840455829,1972,197205,ARVADA CEMETARY ASSOCIATION,ARVADA,CO,80002-2973,13,00,,2690678,890062,890062,Y
840456486,1989,198906,STONEHAM COOPERATIVE TELEPHONE CORPORATION,STONEHAM,CO,80754-0056,12,00,,,,,Y
840457306,1957,195705,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,DENVER,CO,80224-1681,05,00,,659927,1834361,1808430,Y
840458441,1993,199303,GRAND MESA WATER USERS ASSOCIATION,CEDAREDGE,CO,81413-3407,12,00,,171409,163788,160693,Y
840458460,1944,194409,SURFACE CREEK DITCH & RESERVOIR CO,CEDAREDGE,CO,81413-8364,12,00,,959834,121731,121731,Y
840459594,1958,195802,SKYLINE ACRES,DENVER,CO,80224-2315,07,00,,1450228,1057315,1057315,Y
840460141,1978,197809,COLORADO SOCIETY OF OSTEOPATHIC MEDICINE,BROOMFIELD,CO,80023-4570,06,00,,105147,42139,42139,Y
840461683,,,,,,,,,,,,,N
840463355,1945,194505,CANON CITY HYDRAULIC AND IRRIGATING DITCH CO,CANON CITY,CO,81215-1568,12,00,,643550,177560,177560,Y
840463712,,,,,,,,,,,,,N
840464139,1968,196808,CREDIT UNIONS CHARTERED IN THE STATE OF COLORADO,WALSENBURG,CO,81089-0266,14,00,,7488184,247004,247004,Y
840465086,1959,195902,FOOTHILLS MEDICAL SOCIETY,CENTENNIAL,CO,80015-3344,06,00,,232286,114423,114423,Y
840465290,1957,195707,BEAR RIVER RESERVOIR COMPANY,YAMPA,CO,80483-0139,12,00,,465451,133230,133230,Y
840465368,1924,192401,SAN LUIS VALLEY CANAL CO,MONTE VISTA,CO,81144-1280,12,00,,647449,181836,181836,Y
840465682,1960,196007,SANCHEZ DITCH AND RESERVOIR COMPANY,SAN ACACIO,CO,81151-9583,12,00,,2917822,277291,277291,Y
840465879,1972,197209,LONGMONT LODGE NO 1548 LOYAL ORDER OF MOOSE,LONGMONT,CO,80501-1468,08,00,,1362206,1046652,445598,Y
840466110,0,000000,SAN LUIS VALLEY MASONIC ASSOCIATION,SOUTH FORK,CO,81154-9595,10,00,,594548,91437,91437,Y
840466398,1954,195406,FORT COLLINS PRESCHOOL ASSOCIATION INC,FORT COLLINS,CO,80521-0000,03,15,,76838,137238,137238,Y
840466585,1967,196701,LITTLE LEAGUE BASEBALL INC,EASTLAKE,CO,80614-0201,03,15,N63,57164,237168,237168,Y
840466629,1964,196401,VIRGINIA VALE SWIM CLUB,DENVER,CO,80246-1425,07,00,,1425243,766739,724862,Y
840467109,1958,195803,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,DENVER,CO,80211-0021,05,00,,59839,291289,291289,Y
840467290,1941,194106,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,ENGLEWOOD,CO,80110-3460,05,00,,447936,381299,381299,Y
